# per-window evidence behind the reported selection
# estimator=phase reference=first looks=256 overlap=0 dt_s=0.023479714941 t_sap_s=0.023479714941
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.998202067567 agree=10 voting=225 distinct=72 largest_block=9
# modal_lead_hz=0.998202067567
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.493299654026 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.998202067567 agree=9 input=225 survivors=81 snr_cull=0 sigma_cull=0 neigh_cull=144 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0373082386063 median=0.559643069981 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=81
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm
94,6,4,3.82644125901,4.43618640798,0.667175453214,0,0,0,0.551684396856,1,0,1,0.436414481405
95,6,5,10.813855732,5.36065546423,0.65344593987,0,0,0,0.520155550738,1,0,0,0.414091290791
96,6,6,19.6313073288,4.04955009672,0.649810754085,0,0,0,0.528939377799,1,0,0,0.414393319464
97,6,7,13.9748289459,3.50721955991,0.612650545884,0,0,0,0.523685286508,1,0,0,0.419588181271
98,6,8,4.49190930405,5.19329379323,0.76464550326,0,0,0,0.581937115632,1,0,1,0.448909019377
99,6,9,4.49190930405,5.19329379323,0.732411890992,0,0,0,0.581937115632,1,0,1,0.448909019377
100,6,10,10.1483876869,3.74212953087,0.953968128456,0,0,0,1.48599540923,1,0,0,0.243624466145
101,6,11,10.1483876869,3.74212953087,0.952200018183,0,0,0,1.48599540923,1,0,0,0.243624466145
102,6,12,18.6331052613,5.58792822786,0.926606964762,0,0,0,1.59536026936,1,0,0,0.401328986945
103,6,13,1.49730310135,5.66716244333,0.633820213036,0,0,0,0.514803221874,1,0,1,0.393539103562
104,6,14,1.49730310135,6.44497165415,0.679528845131,0,0,0,0.50407043475,1,0,1,0.377667958145
